levelName,p,cost,deaths,lives,refers,dxc,dxb,att,check,DH.presented,DH.screened,DH.presumed,DH.treated,PHC.presented,PHC.screened,PHC.presumed,PHC.treated
"¦           ¦   ¦   ¦   ¦--RifS-TB treatment",1-d.ptltfu,c.d.soc.dh.rsATT,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"¦           ¦   ¦   ¦   ¦   ¦--Survives",1-d.cfr.tx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦   ¦   °--Dies",d.cfr.tx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦   °--No TB treatment",d.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦       ¦--Survives",1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦       °--Dies",d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   °--RifR-TB diagnosed",p.rr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦       ¦--RifR-TB treatment",1-d.ptltfu,c.d.soc.dh.rrATT,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"¦           ¦   ¦       ¦   ¦--Survives",1-d.cfr.tx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦       ¦   °--Dies",d.cfr.tx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦       °--No TB treatment",d.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦           ¦--Survives",1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦           °--Dies",d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦--TB diagnosed (clinical)",d.soc.dhreftest.test.ptbc*(1-d.soc.dhreftest.ptbxsp),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦--RifS-TB treatment",1-d.ptltfu,c.d.soc.dh.rsATT,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"¦           ¦   ¦   ¦   ¦--Survives",1-d.cfr.tx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦   °--Dies",d.cfr.tx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   °--No TB treatment",d.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦       ¦--Survives",1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦       °--Dies",d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   °--No TB diagnosed",(1-d.soc.dhreftest.test.ptbc)*(1-d.soc.dhreftest.ptbxsp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦       ¦--Survives",1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦       °--Dies",d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦--Clinical exam + Xpert Ultra on GA",d.soc.dh.test*(1-d.soc.dh.fracsp)*(1-d.soc.rltfu),c.d.soc.dh.examCXRxga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦--TB diagnosed (bacteriological)",d.soc.dhreftest.ptbxga,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦--RifS-TB diagnosed",1-p.rr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦   ¦--RifS-TB treatment",1-d.ptltfu,c.d.soc.dh.rsATT,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"¦           ¦   ¦   ¦   ¦   ¦--Survives",1-d.cfr.tx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦   ¦   °--Dies",d.cfr.tx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦   °--No TB treatment",d.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦       ¦--Survives",1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦       °--Dies",d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   °--RifR-TB diagnosed",p.rr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦       ¦--RifR-TB treatment",1-d.ptltfu,c.d.soc.dh.rrATT,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"¦           ¦   ¦       ¦   ¦--Survives",1-d.cfr.tx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦       ¦   °--Dies",d.cfr.tx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦       °--No TB treatment",d.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦           ¦--Survives",1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦           °--Dies",d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦--TB diagnosed (clinical)",d.soc.dhreftest.test.ptbc*(1-d.soc.dhreftest.ptbxga),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦--RifS-TB treatment",1-d.ptltfu,c.d.soc.dh.rsATT,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"¦           ¦   ¦   ¦   ¦--Survives",1-d.cfr.tx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   ¦   °--Dies",d.cfr.tx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦   °--No TB treatment",d.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦   ¦       ¦--Survives",1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   ¦       °--Dies",d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦   °--No TB diagnosed",(1-d.soc.dhreftest.test.ptbc)*(1-d.soc.dhreftest.ptbxga),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦           ¦       ¦--Survives",1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           ¦       °--Dies",d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦           °--Does not reach DH",d.soc.rltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦               ¦--Survives",1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦               °--Dies",d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦--Unidentified presumptive TB",d.phc.prsmptv*(1-d.soc.phc.presumed),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¦   ¦--Survives",1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"¦   °--Dies",d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"°--All other patients",1-d.phc.prsmptv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¦--Survives,1-d.cfr.notx,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
°--Dies,d.cfr.notx,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
